,accuracy,loss,val_accuracy,val_loss
0,0.6994295716285706,1.5025633573532104,0.2377670705318451,1.8463455438613892
1,0.7223132848739624,1.4430068731307983,0.2379252165555954,1.8461331129074097
2,0.7531092762947083,1.415173888206482,0.2745009958744049,1.8155841827392578
3,0.7608320116996765,1.385638952255249,0.6301769018173218,1.4917927980422974
4,0.7699868679046631,1.3684604167938232,0.3951272666454315,1.708394169807434
5,0.775737464427948,1.354419469833374,0.7595746517181396,1.3425395488739014
6,0.7777400612831116,1.3425631523132324,0.72984778881073,1.367708444595337
7,0.7750493288040161,1.3424510955810547,0.7777228951454163,1.3112372159957886
8,0.7916224598884583,1.3154804706573486,0.7923431396484375,1.3015836477279663
9,0.7875652313232422,1.3121545314788818,0.8089604377746582,1.319002389907837
10,0.7920887470245361,1.2984535694122314,0.8034034371376038,1.4680945873260498
11,0.7946656942367554,1.2978992462158203,0.8067960143089294,1.3049182891845703
12,0.7996703386306763,1.2800616025924683,0.7966405749320984,1.2933672666549683
13,0.8030237555503845,1.2772527933120728,0.8048849105834961,1.2814809083938599
14,0.8048571944236755,1.2616180181503296,0.8051494359970093,1.318206548690796
15,0.8105987906455994,1.2544960975646973,0.796532392501831,1.2802985906600952
16,0.8172293305397034,1.2384051084518433,0.8156849145889282,1.275495171546936
17,0.813361644744873,1.239456057548523,0.8143708109855652,1.3078421354293823
18,0.818305253982544,1.2348285913467407,0.8219169974327087,1.3214964866638184
19,0.8167878985404968,1.2373124361038208,0.8221426010131836,1.2513114213943481
20,0.8226805329322815,1.2201800346374512,0.8047129511833191,1.2439600229263306
21,0.8297907114028931,1.2104228734970093,0.8238294124603271,1.2403619289398193
22,0.8292654752731323,1.2015122175216675,0.8247537612915039,1.2536213397979736
23,0.8377184271812439,1.1843533515930176,0.799741804599762,1.3530330657958984
24,0.8386678695678711,1.1802699565887451,0.8232939839363098,1.2555791139602661
25,0.8353350758552551,1.1811139583587646,0.8245766162872314,1.2761913537979126
26,0.8215423822402954,1.2239164113998413,0.8188092708587646,1.2528890371322632
27,0.8372222185134888,1.184450626373291,0.8148813247680664,1.3010622262954712
28,0.838196873664856,1.1721769571304321,0.822455644607544,1.23875892162323
29,0.8487045764923096,1.14988374710083,0.8313122391700745,1.218756079673767
30,0.8495786786079407,1.143143892288208,0.8227894902229309,1.2464550733566284
31,0.8545834422111511,1.1318466663360596,0.8246367573738098,1.2278707027435303
32,0.8561117649078369,1.1315265893936157,0.832833468914032,1.235477089881897
33,0.8597638607025146,1.118646264076233,0.833964467048645,1.2182292938232422
34,0.8613396286964417,1.118299961090088,0.827484130859375,1.2432533502578735
35,0.8516064286231995,1.1421678066253662,0.8131556510925293,1.310502529144287
36,0.8594957590103149,1.1220014095306396,0.827552080154419,1.2175642251968384
37,0.8643492460250854,1.1069488525390625,0.8310412764549255,1.2431294918060303
38,0.864904522895813,1.1063413619995117,0.8231668472290039,1.230062484741211
39,0.8677664995193481,1.097385287284851,0.8320839405059814,1.2218503952026367
40,0.8678605556488037,1.0986907482147217,0.8320136666297913,1.2249583005905151
41,0.8696358799934387,1.0945979356765747,0.8291829228401184,1.2590523958206177
42,0.8727869391441345,1.0855909585952759,0.8294076919555664,1.2076020240783691
43,0.8737843036651611,1.0819411277770996,0.835273027420044,1.1993346214294434
44,0.8674858808517456,1.099617838859558,0.8202570080757141,1.2293174266815186
45,0.8662725687026978,1.1037569046020508,0.8296175599098206,1.234769582748413
46,0.8702265024185181,1.0916008949279785,0.82966148853302,1.206947922706604
47,0.8742765188217163,1.0812017917633057,0.8334623575210571,1.2117092609405518
48,0.878287672996521,1.0688674449920654,0.836466908454895,1.216611385345459
49,0.8806101083755493,1.060706615447998,0.8357571959495544,1.2021409273147583
